,epoch,ind,class,acc,loss
0,0,199,1,0.13516700267791748,2.6943917274475098
1,4,76,0,1.4608210325241089,0.31414854526519775
2,8,388,0,1.991801142692566,0.004107854329049587
3,12,388,0,1.9956622123718262,0.0021712493617087603
4,16,388,0,1.9981446266174316,0.0009280576487071812
5,19,388,0,1.998753309249878,0.0006235993350856006
